d83d8e85-c973-43f1-8010-e8f36dc62725,bb3bf4f1-c80b-43b9-93a6-263313c59141,f48c2a4a-3151-4163-b625-b93c6c227f62,35292a8f-2c31-428e-b12b-ecb42e41f30c,c318426a-e0cf-4c00-830e-9470f81507bb,36715673-fabf-4b26-bcb3-54efccbcf6ca,1f550d2e-d956-4855-8f6c-850193633ba2,f70f21e0-e825-4f34-a3a0-3417ba47b289,0a44a70a-025f-4b95-b067-1905cd773228,f3e926b6-9054-43e5-b214-72715fea5476,7e5f790a-2539-4f59-b04d-75858ff1caa0,0e52365f-0968-4865-98c8-5a391db72fe1,729982cd-0e35-4f56-90dd-aa3ce52c45a4,7c329b17-a9b9-429d-87d6-8d696bb1a0f1,a791e0a0-108f-4ea5-ac55-ffbc9ef41f04,03d16ff5-015b-4c1f-89e1-fb9e8f3c323e,41dd9f25-8df0-46e6-9f29-cceef9210ae8,f8a27cd2-f746-4301-a112-59d13e40d78d,dd740279-a043-472e-9440-1247838bdebd,93c3190c-58c6-4fa6-b31d-e972f017b622,e7668a0e-eeeb-49fe-b68d-e4673ff0492f,17a128c0-8bb3-42fe-8fa8-e9b6c9857c61,88a913cc-2e7a-402c-8f68-e04d9aea2bfe,922e17af-4f99-4a08-92d5-c8797f685f91,da106b8e-74c8-48ae-9585-c42116b2ba37,37274c8e-ef2a-4273-be16-1568ef1010d8,2f6014cb-8ffd-48ef-8c06-e2f22e8f09fb,8cd22776-3059-4312-be9f-414a4cc9a5d4,06a4bb43-86fe-4d0d-b323-df7f797ddedf,75657b05-6269-49ed-9dde-0685e47cd2e8,d7a052b3-0fd2-4248-aceb-14699019a4a4,fa38e540-d001-49d9-b3f1-d1a707fc1579,297cff0e-3751-4d1e-8c51-b492f8bae160,4478951e-a465-46c5-913d-bcea7a66cb2a,be6b6705-67ab-46ec-a6e5-80adf6c48c0a,821df950-1005-42a1-bb71-94e21d06f843,f0b3db32-813a-495e-9ca0-dde8056737c8,94e29b50-ba90-424a-98b8-c2dc37ad1d28,620be5d0-583e-43e9-b3de-0b70c7cf5176,953b161f-1acf-4fc3-a393-bdce6b3c5153,b80aad76-63a0-4cbf-802e-5e89b172c4f9,1bd0cfbf-ead3-4e72-b15b-e4980f9b59db,dc1f4078-c6b5-4ccb-a537-4da64d413107,cff5961c-e380-4d30-9a4d-0bfdf353115f,5a6d7588-d7ab-4a8a-be29-d0e69477a2d9,51ff4529-089d-43c6-90c4-e6bdcb13b9fe,dc5451c6-9cf1-4680-bb77-8c264cd2f1ec,50e1157d-9579-4ef9-b50e-099cefad7e0f,2810bb86-71f1-4ece-94e6-b7427b2274ef,feb23d72-7ec3-4505-84ec-987e02009258,65c47774-d0bf-4ce9-ba77-1b1304459dc7
SS Gymnasium/Fitness Center - Exercise Area  ,255,0,0,SS Gymnasium/Fitness Center - Exercise Area  _2021WABuilding Code,SS Gymnasium/Fitness Center - Exercise Area  _2021WABuilding CodeScheduleSet,3.716090673,527.5498242,97,120,0.394444444,Washington State Mechanical Code TABLE 403.3.1.1Sports and amusement - Health club/aerobics roomCOMNET-REV9PeopleDef,NECB-B-Occupancy,SS Gymnasium/Fitness Center - Exercise Area  Activity,0.009438414,2.83E-05,,Washington State Mechanical Code TABLE 403.3.1.1Sports and amusement - Health club/aerobics roomVent,7.257591105,0,0.5,0,COMNET-REV9DOEPrototypeSS Gymnasium/Fitness Center - Exercise Area  ElectricalEquipDef,NECB-B-Electric-Equipment,9.6876,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Gymnasium/fitness center - In an exercise areaLightingDef,NECB-B-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Gym - fitnessInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Gymnasium/Fitness Center - Playing Area  ,255,0,0,SS Gymnasium/Fitness Center - Playing Area  _2021WABuilding Code,SS Gymnasium/Fitness Center - Playing Area  _2021WABuilding CodeScheduleSet,0.650315868,527.5498242,97,120,0.394444444,"Washington State Mechanical Code TABLE 403.3.1.1Sports and amusement - Gym, stadium, arena (play area)COMNET-REV9PeopleDef",NECB-B-Occupancy,SS Gymnasium/Fitness Center - Playing Area  Activity,0.009438414,8.50E-05,,"Washington State Mechanical Code TABLE 403.3.1.1Sports and amusement - Gym, stadium, arena (play area)Vent",7.257591105,0,0.5,0,COMNET-REV9DOEPrototypeSS Gymnasium/Fitness Center - Playing Area  ElectricalEquipDef,NECB-B-Electric-Equipment,9.1494,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Gymnasium/fitness center - In a playing areaLightingDef,NECB-B-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Gym - fitnessInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Emergency Room,255,215,0,SS Healthcare - Emergency Room_2021WABuilding Code,SS Healthcare - Emergency Room_2021WABuilding CodeScheduleSet,1.858045336,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care triage roomCOMNET-REV9PeopleDef,NECB-H-Occupancy,SS Healthcare - Emergency RoomActivity,0.004719207,8.50E-05,,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care triage roomVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Emergency RoomElectricalEquipDef,NECB-H-Electric-Equipment,15.0696,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In an exam/treatment roomLightingDef,NECB-H-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Hospital - emergencyInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Exam/Treatment  ,136,78,222,SS Healthcare - Exam/Treatment  _2021WABuilding Code,SS Healthcare - Exam/Treatment  _2021WABuilding CodeScheduleSet,1.858045336,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care treatment roomCOMNET-REV9PeopleDef,OutPatientHealthCare BLDG_OCC_SCH,SS Healthcare - Exam/Treatment  Activity,0.003539405,8.50E-05,,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care treatment roomVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Exam/Treatment  ElectricalEquipDef,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,15.0696,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In an exam/treatment roomLightingDef,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,,,,,,,2.10E-05,PNNL-90.1-2013DOE_PrototypeOutpatient_ExamInfil,OutPatientHealthCare INFIL_SCH,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Supply Room,0,128,128,SS Healthcare - Supply Room_2021WABuilding Code,SS Healthcare - Supply Room_2021WABuilding CodeScheduleSet,,,,,,,,,,5.66E-05,,"Washington State Mechanical Code TABLE 403.3.1.1Retail stores, sales floors, and showroom floors - Storage roomsVent",13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Supply RoomElectricalEquipDef,NECB-H-Electric-Equipment,6.67368,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In a medical supply roomLightingDef,NECB-H-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeHospital_Hospital - medical supplyInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Nursery  ,78,167,222,SS Healthcare - Nursery  _2021WABuilding Code,SS Healthcare - Nursery  _2021WABuilding CodeScheduleSet,1.858045336,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care observation roomCOMNET-REV9PeopleDef,Hospital BLDG_OCC_EXTD_SCH,SS Healthcare - Nursery  Activity,0.002359604,2.83E-05,,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care observation roomVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Nursery  ElectricalEquipDef,Hospital BLDG_EQUIP_EXTD_SCH,9.90288,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In a nurseryLightingDef,Hospital BLDG_LIGHT_EXTD_SCH,,,,,,,2.10E-05,PNNL-90.1-2013DOE_PrototypeHospital_ICU_OpenInfil,Hospital INFIL_SCH_PNNL,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Nurses’ Station  ,31,162,169,SS Healthcare - Nurses’ Station  _2021WABuilding Code,SS Healthcare - Nurses’ Station  _2021WABuilding CodeScheduleSet,5.574136009,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Office Buildings - Telephone/data entryCOMNET-REV9PeopleDef,Hospital BLDG_OCC_SCH,SS Healthcare - Nurses’ Station  Activity,0.002359604,2.83E-05,,ASHRAE 62.1-2019Office Buildings - Telephone/data entryVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Nurses’ Station  ElectricalEquipDef,Hospital BLDG_EQUIP_SCH,12.59388,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In a nurse's stationLightingDef,Hospital BLDG_LIGHT_NURSEFLR234_SCH,,,,,,,2.10E-05,PNNL-90.1-2013DOE_PrototypeHospital_Hospital NurseStnInfil,Hospital INFIL_SCH_PNNL,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Operating Room  ,169,31,159,SS Healthcare - Operating Room  _2021WABuilding Code,SS Healthcare - Operating Room  _2021WABuilding CodeScheduleSet,1.858045336,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Outpatient Health Care Facilities - Dental operatoryCOMNET-REV9PeopleDef,Hospital BLDG_OCC_EXTD_SCH,SS Healthcare - Operating Room  Activity,0.004719207,8.50E-05,,ASHRAE 62.1-2019Outpatient Health Care Facilities - Dental operatoryVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Operating Room  ElectricalEquipDef,Hospital BLDG_EQUIP_EXTD_SCH,24.32664,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In an operating roomLightingDef,Hospital BLDG_LIGHT_EXTD_SCH,,,,,,,2.10E-05,PNNL-90.1-2013DOE_PrototypeHospital_Hospital ORInfil,Hospital INFIL_SCH_PNNL,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Patient Room  ,78,167,222,SS Healthcare - Patient Room  _2021WABuilding Code,SS Healthcare - Patient Room  _2021WABuilding CodeScheduleSet,1.858045336,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care observation roomCOMNET-REV9PeopleDef,Hospital BLDG_OCC_EXTD_SCH,SS Healthcare - Patient Room  Activity,0.002359604,2.83E-05,,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care observation roomVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Patient Room  ElectricalEquipDef,Hospital BLDG_EQUIP_SCH,7.31952,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In a patient roomLightingDef,Hospital BLDG_LIGHT_SCH,,,,,,,2.10E-05,PNNL-90.1-2013DOE_PrototypeHospital_Hospital PatRoomInfil,Hospital INFIL_SCH_PNNL,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Physical Therapy  ,154,230,120,SS Healthcare - Physical Therapy  _2021WABuilding Code,SS Healthcare - Physical Therapy  _2021WABuilding CodeScheduleSet,0.650315868,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Outpatient Health Care Facilities - Physical therapy exercise areaCOMNET-REV9PeopleDef,Hospital BLDG_OCC_SCH,SS Healthcare - Physical Therapy  Activity,0.009438414,8.50E-05,,ASHRAE 62.1-2019Outpatient Health Care Facilities - Physical therapy exercise areaVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Physical Therapy  ElectricalEquipDef,Hospital BLDG_EQUIP_SCH,9.79524,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In a physical therapy roomLightingDef,Hospital BLDG_LIGHT_SCH,,,,,,,2.10E-05,PNNL-90.1-2013DOE_PrototypeHospital_Hospital PhysTherapyInfil,Hospital INFIL_SCH_PNNL,,,,,,,,,,,,,InternalMassDef
SS Healthcare - Recovery Room,169,31,159,SS Healthcare - Recovery Room_2021WABuilding Code,SS Healthcare - Recovery Room_2021WABuilding CodeScheduleSet,1.858045336,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care observation roomCOMNET-REV9PeopleDef,OutPatientHealthCare BLDG_OCC_SCH,SS Healthcare - Recovery RoomActivity,0.002359604,2.83E-05,,ASHRAE 62.1-2019Outpatient Health Care Facilities - Urgent care observation roomVent,13.44237587,0,0.5,0,COMNET-REV9DOEPrototypeSS Healthcare - Recovery RoomElectricalEquipDef,OutPatientHealthCare BLDG_EQUIP_SCH_BASE,13.455,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Health care facility - In a recovery roomLightingDef,OutPatientHealthCare BLDG_LIGHT_EXAM_SCH,,,,,,,2.10E-05,PNNL-90.1-2013DOE_PrototypeHospital_Outpatient PACUInfil,OutPatientHealthCare INFIL_SCH,,,,,,,,,,,,,InternalMassDef
SS Library - Reading Area  ,240,230,140,SS Library - Reading Area  _2021WABuilding Code,SS Library - Reading Area  _2021WABuilding CodeScheduleSet,0.929022668,131.887456,97,120,0.555555556,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - LibrariesCOMNET-REV9PeopleDef,NECB-C-Occupancy,SS Library - Reading Area  Activity,0.002359604,5.66E-05,,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - LibrariesVent,10.08834052,0,0.5,0,COMNET-REV9DOEPrototypeSS Library - Reading Area  ElectricalEquipDef,NECB-C-Electric-Equipment,10.33344,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Library - In a reading areaLightingDef,NECB-C-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Library - readingInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Library - Stacks  ,218,165,32,SS Library - Stacks  _2021WABuilding Code,SS Library - Stacks  _2021WABuilding CodeScheduleSet,0.929022668,131.887456,97,120,0.555555556,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - LibrariesCOMNET-REV9PeopleDef,NECB-C-Occupancy,SS Library - Stacks  Activity,0.002359604,5.66E-05,,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - LibrariesVent,10.08834052,0,0.5,0,COMNET-REV9DOEPrototypeSS Library - Stacks  ElectricalEquipDef,NECB-C-Electric-Equipment,11.8404,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Library - In the stacksLightingDef,NECB-C-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Library - stacksInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Manufacturing Facility - Detailed Manufacturing  ,127,0,255,SS Manufacturing Facility - Detailed Manufacturing  _2021WABuilding Code,SS Manufacturing Facility - Detailed Manufacturing  _2021WABuilding CodeScheduleSet,0.650315868,424.9706917,97,120,0.4,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not usedCOMNET-REV9PeopleDef,NECB-A-Occupancy,SS Manufacturing Facility - Detailed Manufacturing  Activity,0.004719207,8.50E-05,,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not usedVent,3.711587445,0.1,0.5,0.1,COMNET-REV9EstimateSS Manufacturing Facility - Detailed Manufacturing  ElectricalEquipDef,NECB-A-Electric-Equipment,8.6112,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Manufacturing facility - In a detailed manufacturing areaLightingDef,NECB-A-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Mfg - detailedInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Manufacturing Facility - Equipment Room  ,41,31,175,SS Manufacturing Facility - Equipment Room  _2021WABuilding Code,SS Manufacturing Facility - Equipment Room  _2021WABuilding CodeScheduleSet,0.650315868,424.9706917,97,120,0.4,Rule of ThumbRequires engineering analysis per Section 403.3.1.1COMNET-REV9PeopleDef,NECB-A-Occupancy,SS Manufacturing Facility - Equipment Room  Activity,,,6,Rule of ThumbRequires engineering analysis per Section 403.3.1.1Vent,3.711587445,0,0.5,0,COMNET-REV9DOEPrototypeSS Manufacturing Facility - Equipment Room  ElectricalEquipDef,NECB-A-Electric-Equipment,8.18064,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Manufacturing facility - In an equipment roomLightingDef,NECB-A-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Mfg - equipmentInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Manufacturing Facility - Extra High Bay (>50 ft Floor to Ceiling Height)  ,102,0,204,SS Manufacturing Facility - Extra High Bay (>50 ft Floor to Ceiling Height)  _2021WABuilding Code,SS Manufacturing Facility - Extra High Bay (>50 ft Floor to Ceiling Height)  _2021WABuilding CodeScheduleSet,0.650315868,424.9706917,97,120,0.4,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not used - ACHCOMNET-REV9PeopleDef,NECB-A-Occupancy,SS Manufacturing Facility - Extra High Bay (>50 ft Floor to Ceiling Height)  Activity,,,0.09,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not usedACHVent,3.711587445,0.1,0.5,0.1,COMNET-REV9EstimateSS Manufacturing Facility - Extra High Bay (>50 ft Floor to Ceiling Height)  ElectricalEquipDef,NECB-A-Electric-Equipment,15.28488,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Manufacturing facility - In an extra high bay area (> 50-foot floor-ceiling height)LightingDef,NECB-A-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Mfg - bay H > 15mInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Manufacturing Facility - High Bay  (25–50 ft Floor to Ceiling  Height)  ,216,191,216,SS Manufacturing Facility - High Bay  (25–50 ft Floor to Ceiling  Height)  _2021WABuilding Code,SS Manufacturing Facility - High Bay  (25–50 ft Floor to Ceiling  Height)  _2021WABuilding CodeScheduleSet,0.650315868,424.9706917,97,120,0.4,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not used - ACHCOMNET-REV9PeopleDef,NECB-A-Occupancy,SS Manufacturing Facility - High Bay  (25–50 ft Floor to Ceiling  Height)  Activity,,,0.09,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not usedACHVent,3.711587445,0.1,0.5,0.1,COMNET-REV9EstimateSS Manufacturing Facility - High Bay  (25–50 ft Floor to Ceiling  Height)  ElectricalEquipDef,NECB-A-Electric-Equipment,13.34736,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Manufacturing facility - In a high bay area (25 - 50-foot floor-ceiling height)LightingDef,NECB-A-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Mfg - 7.5 <= bay H <= 15mInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Manufacturing Facility - Low Bay (<25 ft Floor to Ceiling Height)  ,221,160,221,SS Manufacturing Facility - Low Bay (<25 ft Floor to Ceiling Height)  _2021WABuilding Code,SS Manufacturing Facility - Low Bay (<25 ft Floor to Ceiling Height)  _2021WABuilding CodeScheduleSet,0.650315868,424.9706917,97,120,0.4,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not used - ACHCOMNET-REV9PeopleDef,NECB-A-Occupancy,SS Manufacturing Facility - Low Bay (<25 ft Floor to Ceiling Height)  Activity,,,0.09,ASHRAE 62.1-2019Miscellaneous Spaces - Manufacturing where hazardous materials are not usedACHVent,3.711587445,0.1,0.5,0.1,COMNET-REV9EstimateSS Manufacturing Facility - Low Bay (<25 ft Floor to Ceiling Height)  ElectricalEquipDef,NECB-A-Electric-Equipment,9.25704,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Manufacturing facility - In a low bay area (< 25-foot floor-ceiling height)LightingDef,NECB-A-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Mfg - bay H < 7.5mInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Museum - General Exhibition  ,204,204,0,SS Museum - General Exhibition  _2021WABuilding Code,SS Museum - General Exhibition  _2021WABuilding CodeScheduleSet,3.716090673,131.887456,97,120,0.555555556,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - Museums/galleriesCOMNET-REV9PeopleDef,NECB-C-Occupancy,SS Museum - General Exhibition  Activity,0.003539405,2.83E-05,,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - Museums/galleriesVent,8.017603941,0,0.5,0,COMNET-REV9DOEPrototypeSS Museum - General Exhibition  ElectricalEquipDef,NECB-C-Electric-Equipment,3.33684,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Museum - In a general exhibition areaLightingDef,NECB-C-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Museum - exhibitionInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Museum - Restoration  ,160,160,160,SS Museum - Restoration  _2021WABuilding Code,SS Museum - Restoration  _2021WABuilding CodeScheduleSet,3.716090673,131.887456,97,120,0.555555556,ASHRAE 62.1-2019Public Assembly Spaces - Museums (children’s)COMNET-REV9PeopleDef,NECB-A-Occupancy,SS Museum - Restoration  Activity,0.003539405,5.66E-05,,ASHRAE 62.1-2019Public Assembly Spaces - Museums (children’s)Vent,4.610617106,0,0.5,0,COMNET-REV9DOEPrototypeSS Museum - Restoration  ElectricalEquipDef,NECB-A-Electric-Equipment,11.8404,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Museum - In a restoration roomLightingDef,NECB-A-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Museum - restorationInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Post Office - Sorting Area  ,245,245,220,SS Post Office - Sorting Area  _2021WABuilding Code,SS Post Office - Sorting Area  _2021WABuilding CodeScheduleSet,0.650315868,131.887456,97,120,0.555555556,"ASHRAE 62.1-2019Miscellaneous Spaces - Sorting, packing, light assemblyCOMNET-REV9PeopleDef",NECB-A-Occupancy,SS Post Office - Sorting Area  Activity,0.003539405,5.66E-05,,"ASHRAE 62.1-2019Miscellaneous Spaces - Sorting, packing, light assemblyVent",17.96491776,0,0.5,0,COMNET-REV9DOEPrototypeSS Post Office - Sorting Area  ElectricalEquipDef,NECB-A-Electric-Equipment,8.18064,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Post office - Sorting areaLightingDef,NECB-A-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Post office sortingInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Religious Building - Fellowship Hall,255,153,255,SS Religious Building - Fellowship Hall_2021WABuilding Code,SS Religious Building - Fellowship Hall_2021WABuilding CodeScheduleSet,11.14827202,117.2332943,97,120,0.6125,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - Places of religious worshipCOMNET-REV9PeopleDef,NECB-C-Occupancy,SS Religious Building - Fellowship HallActivity,0.002359604,2.83E-05,,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - Places of religious worshipVent,3.212466637,0,0.5,0,COMNET-REV9DOEPrototypeSS Religious Building - Fellowship HallElectricalEquipDef,NECB-C-Electric-Equipment,5.81256,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Religious building - In a fellowship hallLightingDef,NECB-C-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Religious - fellowship hallInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Religious Building - Worship/Pulpit/Choir,255,153,255,SS Religious Building - Worship/Pulpit/Choir_2021WABuilding Code,SS Religious Building - Worship/Pulpit/Choir_2021WABuilding CodeScheduleSet,11.14827202,117.2332943,97,120,0.6125,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - Places of religious worshipCOMNET-REV9PeopleDef,NECB-I-Occupancy,SS Religious Building - Worship/Pulpit/ChoirActivity,0.002359604,2.83E-05,,Washington State Mechanical Code TABLE 403.3.1.1Public spaces - Places of religious worshipVent,3.212466637,0,0.5,0,COMNET-REV9DOEPrototypeSS Religious Building - Worship/Pulpit/ChoirElectricalEquipDef,NECB-I-Electric-Equipment,9.1494,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Religious building - In a worship pulpit/choir areaLightingDef,NECB-I-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Religious - pulpit/choirInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Retail - Dressing/Fitting Room  ,230,230,250,SS Retail - Dressing/Fitting Room  _2021WABuilding Code,SS Retail - Dressing/Fitting Room  _2021WABuilding CodeScheduleSet,,,,,,,,,,,,"Washington State Mechanical Code TABLE 403.3.1.1Retail stores, sales floors, and showroom floors - Dressing roomsVent",8.843376765,0,0.5,0,COMNET-REV9DOEPrototypeSS Retail - Dressing/Fitting Room  ElectricalEquipDef,NECB-C-Electric-Equipment,5.48964,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Retail - In a dressing/fitting roomLightingDef,NECB-C-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Retail - dressing/fittingInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Retail - Mall Concourse  ,176,196,222,SS Retail - Mall Concourse  _2021WABuilding Code,SS Retail - Mall Concourse  _2021WABuilding CodeScheduleSet,3.716090673,131.887456,97,120,0.555555556,"Washington State Mechanical Code TABLE 403.3.1.1Retail stores, sales floors, and showroom floors - Mall common areasCOMNET-REV9PeopleDef",NECB-C-Occupancy,SS Retail - Mall Concourse  Activity,0.003539405,2.83E-05,,"Washington State Mechanical Code TABLE 403.3.1.1Retail stores, sales floors, and showroom floors - Mall common areasVent",0,0,0.5,0,COMNET-REV9DOEPrototypeSS Retail - Mall Concourse  ElectricalEquipDef,NECB-C-Electric-Equipment,8.82648,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Retail - In a mall concourseLightingDef,NECB-C-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Retail - mall concourseInfil,Always On,,,,,,,,,,,,,InternalMassDef
SS Sports Arena Playing Area - Class I ,127,255,212,SS Sports Arena Playing Area - Class I _2021WABuilding Code,SS Sports Arena Playing Area - Class I _2021WABuilding CodeScheduleSet,13.93534002,102.5791325,97,120,0.7,Washington State Mechanical Code TABLE 403.3.1.1Sports and amusement - Spectator areasCOMNET-REV9PeopleDef,NECB-B-Occupancy,SS Sports Arena Playing Area - Class I Activity,0.003539405,2.83E-05,,Washington State Mechanical Code TABLE 403.3.1.1Sports and amusement - Spectator areasVent,7.257591105,0,0.5,0,COMNET-REV9DOEPrototypeSS Sports Arena Playing Area - Class I ElectricalEquipDef,NECB-B-Electric-Equipment,31.64616,0.37,0.2,Washington State Energy Code Commercial TABLE C405.4.2Sports arena - Playing area - For a Class 1 facilityLightingDef,NECB-B-Lighting,,,,,,,2.32E-05,PNNL-NECB 2011DOE_PrototypeSpace Function_Sports arena - court c1Infil,Always On,,,,,,,,,,,,,InternalMassDef
